8.0	8.4	9.4	9.3   
9.414532206	8.512061421	8.17199822	8.849674767
9.987070161	8.144988689	8.297772202	9.769454673
9.827106331	9.806268579	9.568929697	8.703494237
9.435015139	8.44956895	8.240061039	9.795775072
8.576398405	9.945373347	8.412552962	8.039841471
9.196385531	8.857161997	9.744861591	8.119144025
9.099510306	9.372353	9.29566411	9.347577589
9.497334563	9.13266218	9.856086831	8.430070849
9.395419857	8.904139773	9.77076441	9.309632496
9.852239838	8.428623156	9.728581419	9.973511896
9.623830062	8.750662584	8.200533455	9.501335954
8.091119989	9.115731477	9.621449468	9.875322622
8.930459446	9.50082738	9.477863889	9.108409867
8.6014735	8.647247344	8.090521824	8.65431334
8.787088101	8.619906037	9.567631677	8.288212238
9.668887042	8.229228986	8.888464447	8.357188517
8.279465309	8.384457546	8.948830532	8.222441821
8.061451607	9.6549766	8.209946169	8.799373187
9.902058871	9.112332776	8.04946057	9.301106717
9.161387114	9.429788378	8.25786787	8.458032433
9.86884453	9.008441677	9.927981203	8.100678926
9.156588686	9.558118531	8.789733507	8.267858879
8.67476217	8.745904325	9.328019078	9.220187286
9.568238462	8.346687487	8.738655336	8.433415063
8.941167693	9.53746589	9.644496001	8.135673945
8.153538721	8.44526148	9.766021413	8.497524401
9.760277693	8.127368334	9.402579985	9.708547154
9.286864638	8.19699364	8.696159974	9.004972696
9.768025354	8.211707252	9.700094696	8.10582115
8.934418598	8.364705956	8.266549246	8.688003217
9.145929523	9.38390718	8.492432696	8.19777103
9.135009661	8.465107883	9.78437099	8.775522427
8.796324971	8.750613702	9.176148749	8.785971612
8.308627471	8.645677071	8.981166	9.548145843
9.706433365	8.773263809	8.145505468	8.429908263
9.443602271	8.588834098	8.881762818	8.133582023
8.988137106	9.705941416	8.867966525	8.065396803
9.511183121	8.365836238	9.599610024	8.761722879
9.149021685	8.341967281	9.093094012	8.6880596
8.327103029	8.286304491	8.299572572	9.415508586
9.72290065	9.834101365	8.829312491	8.969586922
9.799002102	8.00422295	9.651004791	8.793179632
8.366243554	9.218607224	9.052775965	9.00649471
9.655079843	9.243216832	8.759996383	9.365436551
8.068259807	9.598200038	8.375792915	8.980195233
9.364886346	8.944363093	8.643760582	9.290239151
9.128595376	9.689410785	8.345100082	8.247446444
8.443222528	8.938112359	8.753582154	9.656705554
9.061854397	8.455592143	9.866622031	9.674993676
8.532436118	9.630854335	9.988881936	8.657832346
8.009424493	8.770195371	9.794908528	9.446314205
9.536154106	8.249442021	8.157410197	8.721924702
9.324205752	9.495180408	8.906372422	9.257365685
9.553096727	9.936920254	8.135403789	9.939248724
8.298332494	8.368792056	9.001411523	8.90486946
9.312260303	8.42685625	8.880804728	9.990324322
8.680547967	8.03232424	9.568484403	8.229397543
8.944587088	9.732001206	8.499650029	9.575476964
8.213308108	9.975463662	9.993206848	9.760574712
9.339214774	9.487757638	9.020109122	8.228958856
9.512359487	9.534866682	8.441156168	9.366536813
9.831822615	9.981110458	9.686055753	9.961557592
8.894565663	8.072602663	8.65104085	8.310309741
8.8489261	9.656209984	8.481814549	9.775105268
9.906873026	8.122479573	8.647222403	9.067060225
8.450980197	8.180045725	8.558916641	8.494047332
8.748988001	9.219341104	8.731982723	8.786346383
8.264522483	9.759893024	8.463887417	8.750055344
8.13248125	8.519261567	9.572428814	8.502900189
8.051512242	9.495431638	8.292466325	8.247273578
8.419053923	8.504905516	8.308829023	8.983250665
9.910939447	9.291305195	8.336699795	9.747983153
9.551481784	9.113161827	8.245041195	8.152465653
9.689059229	9.647994179	8.832234025	9.760175117
8.900863973	8.260763355	8.665443196	8.110105128
9.642314544	9.784539709	8.526561698	9.010059313
8.191039784	9.478073472	8.840971529	8.118920601
8.426582859	8.491246712	8.929919618	9.634189224
8.970956108	8.862286707	8.738981928	9.850264703
9.903444851	9.382374801	9.016477602	9.539998318
9.108898145	9.967150079	9.610824978	9.210304618
9.53022483	8.694574675	8.396426241	8.369901232
9.853467278	9.204759997	8.783480609	9.590941193
9.611218705	8.146033019	8.127696532	9.140741518
9.654870637	8.213030134	8.343676748	9.325537967
9.031897666	8.896553285	8.512719418	9.669880029
9.851617553	9.235112062	8.848445518	8.320513364
9.244991896	9.192060934	8.353465862	9.143754856
8.315944171	9.742249873	8.035123682	9.483546904
8.618664441	9.349677914	8.889246996	9.933323668
8.432158149	8.260245972	8.814122076	9.640735966
8.927746987	8.242287248	8.073446786	8.876082228
8.773960437	8.830394206	9.449261393	9.563670619
9.005146439	9.340453402	9.326962787	9.713265414
9.515868769	9.160483717	9.660912964	9.325575534
9.298030207	9.900144782	9.079146589	9.914157226
8.971246188	9.867181684	8.437779347	8.290259923
9.539253512	9.501030319	8.757001328	8.177837011
8.770068392	8.236718322	9.695750963	8.334551534
9.828208885	9.121034573	9.433906795	9.878366049
9.088195028	8.977657806	9.235988456	9.685991484
9.738395045	9.371578095	9.648882026	8.813018626
9.357577129	9.070873533	9.771166916	9.880634184
8.827486681	8.989342667	8.805733842	8.566542946
8.164116324	9.89296455	9.149872502	8.324615826
9.661173966	8.717999972	8.420522365	8.651303402
8.172899194	8.047644697	9.900254151	8.147474451
9.782865135	8.960882211	9.128339384	8.009995198
8.38536069	9.015093075	9.15955655	9.341960926
9.713907081	8.553083137	8.314338773	8.290709005
8.025337071	8.972596656	9.905975353	9.69201738
9.934683254	8.894828448	8.186970228	8.298931967
8.840618609	9.458078225	8.768193474	9.155741397
8.040189576	8.990989371	8.485453886	8.734199188
9.205320036	8.626905534	9.545116978	9.791378821
8.767107988	9.917403073	8.369977559	8.67455335
8.082679248	8.535056647	9.305491178	9.821719102
8.178424378	8.566781005	8.527278673	8.478430617
8.172292837	8.293325432	9.854609534	8.022485619
8.619055934	9.504104822	8.309483705	8.16349907
9.282316771	8.564120114	8.691469149	8.614549797
8.053603427	9.694169439	8.002924499	8.503653485
9.184398795	8.207815936	9.65986259	9.334773656
8.22704556	9.751981614	9.7599687	8.269685129
8.836171731	9.769035074	9.485104534	9.402967452
8.461042118	9.465700698	8.494905645	8.490345689
8.136312953	8.171217721	9.68103693	8.774724381
9.077065484	8.938466685	8.564176223	8.955938728
8.311456338	9.997375298	8.255062206	8.42924796
9.018354866	9.339312316	9.152588615	8.006905486
8.296663173	8.240384688	8.557432057	9.648693263
9.059333002	8.542867087	9.925321213	8.173989831
8.190026304	9.507808701	8.98771804	8.704747442
9.496961977	8.548962781	8.535338518	9.75069031
8.73799555	8.683452395	8.909834533	8.938511781
9.407545299	9.639150483	9.507872469	8.319279017
9.004717521	9.647324455	8.975193576	9.024985452
9.20177667	9.546718112	9.636311516	8.519714163
9.666196325	9.214973064	8.116822966	8.690638697
8.102552003	9.936504788	8.312298162	9.377027785
8.937895419	8.070476887	9.023367329	8.739288014
8.446537104	8.663903192	8.517865585	9.398825003
9.562221314	8.64542957	8.101524987	8.905001714
8.386542461	8.577843682	9.216423915	9.819715544
9.320408342	9.778240396	8.501907467	8.81257865
8.703892655	9.340885561	9.543031507	8.892510842
8.342917416	8.238792634	8.173091683	8.051572931
9.501805858	9.176419806	8.779111948	8.755779877
9.256113946	8.479641415	9.79092895	9.768218395
9.621814375	8.112106116	8.17376044	9.5904836
9.312322004	9.034584799	8.021075438	8.599147279
9.579779968	9.673388052	8.241221866	8.88279263
9.317385909	8.723654648	8.93916307	8.742242406
8.608372818	9.931059492	8.888479161	8.719616742
9.184956928	8.726668853	8.537250262	9.580548074
8.037155779	8.867287748	9.411565543	9.016903487
9.922603666	8.716148933	9.131835084	9.202153609
9.503842216	9.253539295	9.0326584	9.093922438
9.224677594	8.11248023	8.618081141	9.863378312
8.01195991	9.117911919	9.208840732	9.845008903
8.065768647	8.323774368	9.831383773	9.770781511
9.295999005	9.493401219	9.56584841	9.648002836
9.204180899	8.975782674	9.756577091	8.411336023
8.441091378	9.997812304	8.087482529	9.06736231
8.251168717	8.702201203	8.280543366	8.718617388
9.739607175	9.04965824	8.102127229	9.067604777
8.671394431	9.038986274	8.545387853	8.211698895
9.37121792	9.728462866	8.126389966	9.459273965
8.207661666	9.793798522	8.701613752	8.061131421
8.582963868	9.268331237	8.050802722	9.160038265
9.068588088	8.711067017	8.931600213	8.93161527
8.220655717	8.398465395	8.399602951	8.552618763
8.544415693	8.481308078	8.865505186	8.79688919
8.9838483	8.498010344	9.501219612	9.009572564
9.534201561	9.557716779	8.345764217	9.171120726
8.105856559	8.047740407	9.259480268	9.654377268
9.171145609	9.414673458	9.697739622	8.56724444
9.042594526	9.152564136	8.346319727	8.326093575
8.688752296	9.520332784	8.813253897	9.616888023
8.868980202	9.330423432	9.616297072	9.678464336
8.684047549	9.925287524	8.572531089	9.13667737
8.499562583	9.106870217	8.472600562	8.934828792
9.483804832	9.621704419	9.275625961	9.809647929
9.603691514	9.03397316	8.405472037	9.673647662
8.594459301	9.278243505	8.873285063	9.178999788
9.841384531	8.484413842	9.472552596	8.098697983
8.256224436	8.733061794	8.20439014	9.919226258
8.993335238	8.296556082	9.432855352	8.735845942
9.323967864	9.824898114	9.660272568	8.92136871
9.813436505	8.289023038	9.63944508	9.513611135
8.867143507	8.967237058	8.687947429	9.538351861
9.304585211	8.863054294	9.575070089	9.36578587
9.475687221	9.430198331	8.267686825	9.602516403
9.05614665	9.152597526	8.278213651	8.79829802
9.921271445	8.463348524	9.137652174	8.407207339
9.85466403	8.702416231	8.076346427	8.171891008
9.804417886	8.333757308	9.478620368	8.39634228
9.900521843	9.263169133	8.735122025	9.438190362
9.186077728	8.502755803	8.445797847	8.145862714
9.389151838	9.893802194	9.683850019	9.453824116
9.246328721	8.932342975	8.485700723	9.383599082
8.11282451	8.690011481	9.947040888	9.32285227
9.236057043	8.019870887	9.171069671	8.286904115
8.127990641	9.896265996	8.503214627	8.407953757
9.443608804	8.521871558	8.812737316	8.198781435
8.562540538	8.575855074	8.954752249	9.260089764
9.118566944	9.752842447	9.857396498	9.24708213
8.514991387	8.232285444	9.434266723	9.625329517
9.159109567	9.35005197	9.761862354	8.995596518
9.199170941	9.026744962	8.285060622	9.007009189
9.757550965	8.395163937	8.115517042	8.976346467
9.838752889	9.168007193	9.698007635	8.461450279
9.024104227	8.441623492	8.477309075	9.691708782
9.599902641	8.424077591	8.076006462	8.629091616
8.940292447	8.127045342	8.385402212	9.368654748
9.051064204	9.570276717	8.250055995	8.670774073
8.115051596	8.481011908	9.143036546	8.504025174
9.257454477	9.18639527	8.614756777	9.147663919
9.443877367	8.953719435	9.172140684	8.580466177
9.363462858	9.048431792	9.129009802	8.392671263
9.986062056	8.357796792	9.840142054	9.722922601
8.208774974	8.14117822	8.124829388	8.279210924
9.666025025	9.978469177	9.162721735	9.018245813
8.344929717	8.174952542	9.032603451	8.407961163
9.760191393	9.801792096	9.422562121	9.645126663
8.151997638	9.026271393	9.327576993	9.642440695
9.648181652	8.609868464	9.100057483	8.930911917
9.571836794	8.555516502	9.491362328	9.324991396
9.384409484	9.967096373	8.163219301	9.70832936
9.918480332	9.161229968	9.745384632	8.191592866
8.748738443	8.660699275	8.005521099	9.906415468
9.146072415	8.524815322	8.608150057	8.810613283
9.521796774	8.542292847	9.165691728	9.536403397
9.549801016	8.51075796	8.623364189	9.067716278
8.566730626	9.840136315	8.479990535	8.971990049
9.114551307	8.079342868	8.602019507	8.052725768
8.20431227	8.682382154	9.192103991	9.341823779
8.166488338	8.683386405	9.989024327	8.740290747
9.984847039	8.149750905	8.397045135	8.954604261
9.592117597	8.344360391	9.50191193	8.777101662
8.112956119	8.435881223	9.217424244	8.683885556
9.606034877	9.008852193	8.288987319	8.782791313
9.992458471	9.738600711	9.342251799	8.106597001
8.843148417	9.424307943	8.053481756	9.139408793
8.472269751	8.33664429	9.406930146	9.795517592
8.744906652	9.891824151	9.359410908	9.355168481
8.572729933	9.180313982	9.199443609	9.262662086
8.198702252	9.411314511	9.409306858	8.368166101
9.975473499	8.725547297	9.481420326	8.244344397
8.331659063	8.041930919	9.416243443	8.155631563
9.190908166	9.713077975	8.554069387	9.263315452
8.479338069	9.782505213	9.945446103	9.213808267
9.836117953	8.497911431	9.694857484	9.637844081
8.651314574	8.545113028	9.241516109	8.446372355
8.397510529	9.386899798	9.043781215	8.284752403
8.614539953	9.27637569	9.284510555	9.77715417
9.541989831	8.647439205	8.097528862	8.654387773
9.975975175	8.419873841	8.433244467	8.925811938
8.770772593	8.897087988	8.349386663	8.593042083
8.129085049	9.529361488	9.111306825	8.315423855
8.949492956	9.840544375	8.708849491	8.586531979
8.090462557	9.502435754	9.629810871	9.130904824
8.269588095	8.589691526	8.60891304	9.855270718
8.897611076	8.466223026	9.940230669	9.035191772
9.130859705	8.503308679	9.196060691	8.617055589
8.070560601	8.874955072	8.542790925	9.816262606
8.18969351	9.960981509	8.760147984	9.371237394
9.018301167	8.681296355	8.27519399	8.991413042
8.266364279	9.850921013	8.567637711	8.010308427
8.045960764	9.059788756	9.521551608	9.786523788
8.81061667	9.077550367	8.11331116	8.604030049
9.323524266	8.584364101	8.518335018	8.391923148
8.743740207	8.618129671	9.133435154	9.050221434
8.853381041	9.11656079	8.871670737	8.596771438
9.421094592	9.733876427	8.645434258	8.657566336
8.068076586	9.512436692	8.227645407	9.669777359
9.946048375	8.683860022	8.614193542	9.747243575
9.597202666	9.140384527	8.110825707	9.138281854
9.513505261	8.02781804	8.798844901	9.285926067
9.449537701	9.972652961	8.904024672	8.277540567
8.843044163	9.665479184	9.942640267	9.447070779
9.221576539	8.781211998	8.396193059	8.36628842
9.821320301	8.138288059	9.69107583	9.23239922
9.503510625	8.46390255	9.683740135	9.124680679
8.810953296	9.279376895	9.179618526	9.111155265
9.810234881	8.852844769	8.071447072	9.052682958
8.761909403	8.694397849	8.619760182	9.948121552
8.765557414	9.513801594	9.019883519	8.825404806
8.915632374	9.25462233	8.086897009	9.521093353
8.018891169	8.322698108	8.601017604	8.086380647
8.860969825	8.013157456	8.42285806	9.585710031
8.913277341	8.98167359	8.058941444	9.864547164
8.172023427	8.797754828	9.653473971	8.7510517
8.681858467	9.748362643	9.09669125	8.205841322
9.652451234	8.356157622	8.131655789	9.993035403
8.547660308	8.467107631	8.708934838	8.599493362
9.541460129	8.441808453	8.833577235	8.858937934
9.63185776	8.814178393	8.085739578	8.612394946
8.874958815	9.588130099	9.047966841	8.980744217
8.292341589	9.413252477	8.173509001	8.857604378
8.290078092	9.593151608	9.542124223	9.529261612
8.409797888	9.279092784	9.404307009	8.9196471
8.860297494	8.321952884	8.948650017	8.426063926
8.179042367	9.693644209	9.120358459	9.832210208
9.877711465	8.029984231	8.357068767	9.35162675
9.82716545	8.713288572	8.976278563	8.84221806
8.661516566	8.744682266	9.907526346	9.477479059
8.092267962	8.11105509	8.558958253	9.812957656
9.838155414	9.237116824	9.200628434	8.298077474
8.283731602	8.85570055	8.07323024	8.476954572
8.172943981	9.046835306	9.455000906	9.000385626
8.020846596	9.237874947	9.401902646	9.928359687
9.116735989	9.646928132	9.753076174	8.725837804
9.925960412	9.633550186	8.716847974	9.036691881
8.291908403	8.427560219	8.464771218	9.470759633
9.579385679	9.469026607	9.762346905	8.669221547
9.704075537	8.454653224	9.271977955	9.670008268
