7.072064867	6.346852754	7.44775656
6.802782852	6.479773106	8.8201174
6.819027826	7.112608723	6.819362194
7.787201092	6.892618165	7.006405913
8.967417098	6.094202735	8.772461171
8.620819111	7.35215168	8.162801547
7.010635556	8.845600811	6.096849272
7.59293341	6.467389797	7.23963096
6.937766395	8.119878805	6.147217904
8.848417578	7.458890136	6.00655601
8.353355723	6.237908282	8.127243073
6.491068313	8.275975141	6.218011098
6.82423894	8.423305594	8.087937382
7.393779001	7.580742003	8.88693566
8.272720752	7.043774375	8.279008905
6.023638231	8.979142644	6.571340073
6.721359977	6.97323472	8.906970832
7.139109216	8.227887324	8.929277082
6.850011438	6.456479969	7.028509535
6.844013199	6.414805878	8.628139536
7.326346893	8.794908262	6.824705018
8.65768781	8.673564065	7.358771164
7.769567939	7.73661103	8.998248895
8.961068366	6.168129895	8.965710573
7.87653978	7.580121348	8.80717147
6.800628936	7.460572635	8.036876255
6.152631132	7.198874508	8.809003422
7.715331444	7.443647593	6.818864333
7.522704395	6.191599347	6.563440172
8.335749288	6.076116092	6.85439982
6.951096641	7.195175551	8.084388604
8.564767392	6.360446084	7.240575763
8.450866826	7.012951811	7.124069405
6.569263926	8.608243581	8.424880867
8.791486645	6.608711342	7.796422781
6.249958318	7.941577321	8.035095171
6.968722499	8.953761224	8.112533186
8.783806138	7.480917096	6.711434002
7.522266982	6.55501686	8.923852823
8.588590101	8.5091489	6.530108075
8.928636998	7.837559452	6.35274949
6.634944017	6.126300616	6.00804417
6.635917663	7.439307469	7.827345919
6.420233234	8.859193388	8.795838198
8.738473198	8.933663342	7.324711353
6.129743735	7.679042445	6.349328642
8.798816155	7.708724032	7.701067035
7.388518446	7.486411081	7.907633458
8.21581887	7.994876065	7.700308565
6.40514606	6.196135874	6.860087771
8.228740614	6.86526424	6.438363069
6.879616928	7.410373453	8.438117773
7.268484154	8.257025106	8.569496334
8.428781763	6.580656968	8.448451919
8.185224567	6.08027671	8.741132044
8.584077804	6.971108786	7.611722636
7.887985513	8.742828592	8.209703996
6.832584719	6.11484783	6.905727588
7.730613642	6.34950182	7.049128492
7.334775475	8.169223361	6.477024065
7.257478511	8.912141065	8.512553962
8.164890136	6.514520019	7.062072857
6.879527543	8.897266488	8.558396822
7.712320246	8.317969447	6.075122836
6.453187415	6.510227973	6.544675355
8.229949438	8.640501074	8.584948082
6.698433279	7.998180076	7.506797291
6.016900011	7.512755696	8.401650205
7.177048656	8.137279617	8.788875264
8.284159854	6.522246863	7.824133044
7.563175784	6.876505754	7.768446375
7.794284048	8.195487113	8.849443187
8.381610973	7.61297587	6.755319606
6.282621354	8.272193546	8.321065112
6.471548827	6.731033104	6.47381793
6.837773288	6.140837802	7.405525149
8.655942422	6.768171056	8.115394529
8.280625737	6.861664248	6.505748097
7.874092732	6.284371367	7.061543467
6.594075616	6.740756136	6.131710768
7.508186163	7.001681512	7.514447639
7.673088038	7.703337252	7.264213958
8.937513548	7.288019571	6.635521782
7.629027152	7.245269748	6.982569138
7.11696805	6.83953956	6.424656103
7.857704321	7.674343226	8.88313325
6.55900364	6.926217793	8.563156948
6.926319548	6.492058797	8.704235923
8.995965631	7.698780897	8.915510155
8.796019311	6.691128818	8.80344887
6.32778424	8.915840007	8.500904639
7.233263665	8.19693037	6.939688092
6.283110618	8.301003978	7.793684216
6.596729435	8.33672588	8.267866992
6.815605443	6.170729561	7.578344151
7.343975457	6.066418372	7.777607523
8.597330343	7.918382085	6.888230954
7.283974001	7.448704209	6.543328641
8.936250803	6.522022064	8.422714838
7.117139436	7.666068698	7.470569293
6.180379083	7.789356569	8.731705584
6.640603103	6.726113195	8.45622099
7.641576913	7.794172752	8.797134322
7.384826341	6.244742932	6.906284332
6.501650595	7.903491681	7.114362678
6.075144648	7.237544722	6.807122833
7.168175253	7.721551237	7.268205963
8.646273427	8.334676994	8.67165035
6.468989137	7.716158272	8.960857848
8.495075741	7.621956089	7.285130245
6.270192501	6.144591786	7.518898579
7.299082698	6.740610129	6.245744168
6.192259537	6.801519809	6.570287772
8.61499955	8.426499176	6.453065028
7.10288708	6.516965892	7.801879822
7.070799067	7.564143952	6.603621897
6.001337768	7.828771799	6.571617727
7.392021898	6.762834738	7.499304699
6.032788224	7.246780372	6.505155569
8.898965487	6.804978851	8.757361713
8.860336198	6.230487347	8.1796038
6.256282253	6.181658823	8.885711395
7.50422116	8.737275193	8.299266632
8.240886539	7.231856617	6.572490815
6.026941904	7.839663806	7.324347103
8.955217698	6.717189685	8.014169252
8.118821562	6.294048085	7.832455414
7.217063729	6.417163067	7.129283728
7.723332241	6.622889711	8.747011952
7.155709601	8.053514939	7.18310466
8.988564554	8.592040735	6.005320862
7.55384891	8.726195664	6.075045074
6.467560224	8.783248203	7.387860677
6.12465408	7.325762545	7.380782718
7.531356283	6.925667607	7.817860472
6.953468864	8.767663484	6.348679289
8.957789998	8.813781501	6.528660978
8.414467866	7.591640079	7.427595721
8.664974901	6.553314711	6.239121431
8.167585959	7.198017731	7.299284112
7.177474616	6.609882843	6.117731458
8.338882299	7.767272972	7.385628168
